ID,MAX SPEED,MAX SPEED DATE TIME,MIN SPEED,TRAFFIC TOTAL UPPER ERROR LIMIT,TRAFFIC TOTAL LOWER ERROR LIMIT,TRAFFIC TOTAL UPPER WARNING LIMIT,TRAFFIC TOTAL LOWER WARNING LIMIT
10241,0.01 Mbit/s,17-03-2024 00:05,0.01 Mbit/s,800,not_set,700,not_set
9967,3.14 Mbit/s,17-03-2024 01:47,0.17 Mbit/s,800,not_set,700,not_set
8428,< 0.01,17-03-2024 03:36,< 0.01,800,not_set,700,not_set
8461,5.60 Mbit/s,17-03-2024 06:36,0.05 Mbit/s,800,not_set,700,not_set
10447,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
4548,20 Mbit/s,17-03-2024 06:57,< 0.01,500,not_set,400,not_set
4560,< 0.01,17-03-2024 02:40,< 0.01,500,not_set,400,not_set
10367,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
4641,,,,500,not_set,400,not_set
4652,,,,500,not_set,400,not_set
6531,59 Mbit/s,17-03-2024 06:56,30 Mbit/s,8000,not_set,7000,not_set
10242,0.01 Mbit/s,17-03-2024 00:04,< 0.01,800,not_set,700,not_set
10253,0.01 Mbit/s,17-03-2024 00:05,< 0.01,800,not_set,700,not_set
4642,,,,500,not_set,400,not_set
4653,,,,500,not_set,400,not_set
10368,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
6532,2.05 Mbit/s,17-03-2024 05:41,0.17 Mbit/s,8000,not_set,7000,not_set
10243,< 0.01,17-03-2024 06:12,< 0.01,800,not_set,700,not_set
10254,,,,not_set,not_set,not_set,not_set
4635,< 0.01,17-03-2024 05:45,< 0.01,500,not_set,400,not_set
4701,55 Mbit/s,17-03-2024 05:38,0.05 Mbit/s,500,not_set,400,not_set
10706,0.02 Mbit/s,17-03-2024 01:00,0.01 Mbit/s,800,not_set,700,not_set
6533,60 Mbit/s,17-03-2024 06:56,31 Mbit/s,32000,not_set,28000,not_set
4549,0.22 Mbit/s,17-03-2024 06:44,< 0.01,500,not_set,400,not_set
4561,0.01 Mbit/s,17-03-2024 02:32,< 0.01,500,not_set,400,not_set
10244,0.03 Mbit/s,17-03-2024 00:33,< 0.01,800,not_set,700,not_set
10996,,,,not_set,not_set,not_set,not_set
10869,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,32000,not_set,28000,not_set
4636,< 0.01,17-03-2024 05:17,< 0.01,500,not_set,400,not_set
4702,9.57 Mbit/s,17-03-2024 04:37,0.05 Mbit/s,500,not_set,400,not_set
6534,1.99 Mbit/s,17-03-2024 05:41,0.18 Mbit/s,32000,not_set,28000,not_set
6521,< 0.01,17-03-2024 05:01,< 0.01,800,not_set,700,not_set
9138,"2,471 Mbit/s",17-03-2024 01:22,1.57 Mbit/s,16000,not_set,10000,not_set
8029,,,,210,0.03,150,0.05
9202,"1,832 Mbit/s",17-03-2024 02:02,3.08 Mbit/s,8000,not_set,7000,not_set
9141,"1,250 Mbit/s",17-03-2024 01:02,0.79 Mbit/s,16000,not_set,10000,not_set
9210,"1,637 Mbit/s",17-03-2024 02:02,1.83 Mbit/s,8000,not_set,7000,not_set
9773,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
9795,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
7946,,,,510,0.03,450,0.05
9142,"3,100 Mbit/s",17-03-2024 01:22,1.51 Mbit/s,16000,not_set,10000,not_set
9212,"7,372 Mbit/s",17-03-2024 01:52,3.28 Mbit/s,8000,not_set,7000,not_set
9143,"1,339 Mbit/s",17-03-2024 01:01,0.84 Mbit/s,16000,not_set,10000,not_set
7979,105 Mbit/s,17-03-2024 03:20,< 0.01,800,not_set,700,not_set
9213,929 Mbit/s,17-03-2024 02:41,1.17 Mbit/s,800,not_set,700,not_set
8464,0.01 Mbit/s,17-03-2024 01:01,< 0.01,800,not_set,700,not_set
8432,0.01 Mbit/s,17-03-2024 02:00,< 0.01,800,not_set,700,not_set
7684,< 0.01,17-03-2024 03:23,< 0.01,800,not_set,700,not_set
7687,1.74 Mbit/s,17-03-2024 02:50,< 0.01,800,not_set,700,not_set
9774,1.84 Mbit/s,17-03-2024 06:15,0.03 Mbit/s,800,not_set,700,not_set
9780,3.31 Mbit/s,17-03-2024 06:15,0.03 Mbit/s,800,not_set,700,not_set
9796,< 0.01,17-03-2024 01:43,< 0.01,800,not_set,700,not_set
10657,53 Mbit/s,17-03-2024 05:45,0.21 Mbit/s,800,not_set,700,not_set
9214,"6,792 Mbit/s",17-03-2024 03:18,3.72 Mbit/s,800,not_set,700,not_set
4623,6.21 Mbit/s,17-03-2024 00:52,0.42 Mbit/s,500,not_set,400,not_set
4629,< 0.01,17-03-2024 05:13,< 0.01,500,not_set,400,not_set
2719,100 Mbit/s,17-03-2024 05:44,2.63 Mbit/s,500,not_set,400,not_set
2730,0.03 Mbit/s,17-03-2024 02:07,0.02 Mbit/s,500,not_set,400,not_set
8465,0.01 Mbit/s,17-03-2024 02:00,< 0.01,800,not_set,700,not_set
8433,0.01 Mbit/s,17-03-2024 01:00,< 0.01,800,not_set,700,not_set
4578,3.18 Mbit/s,17-03-2024 02:43,< 0.01,500,not_set,400,not_set
4597,0.05 Mbit/s,17-03-2024 04:30,< 0.01,500,not_set,400,not_set
9144,509 Mbit/s,17-03-2024 02:03,13 Mbit/s,16000,not_set,10000,not_set
7081,0.04 Mbit/s,17-03-2024 06:12,0.02 Mbit/s,20000,not_set,17500,not_set
7067,382 Mbit/s,17-03-2024 00:23,0.02 Mbit/s,20000,not_set,17500,not_set
9776,2.31 Mbit/s,17-03-2024 06:15,0.30 Mbit/s,800,not_set,700,not_set
9781,3.02 Mbit/s,17-03-2024 06:16,0.30 Mbit/s,800,not_set,700,not_set
9797,< 0.01,17-03-2024 06:57,< 0.01,800,not_set,700,not_set
9215,0.01 Mbit/s,17-03-2024 00:44,0.01 Mbit/s,800,not_set,700,not_set
8466,296 Mbit/s,17-03-2024 03:37,0.31 Mbit/s,800,not_set,700,not_set
8434,274 Mbit/s,17-03-2024 03:37,0.31 Mbit/s,800,not_set,700,not_set
4625,< 0.01,17-03-2024 00:16,< 0.01,500,not_set,400,not_set
4631,< 0.01,17-03-2024 00:26,< 0.01,500,not_set,400,not_set
2720,3.08 Mbit/s,17-03-2024 01:01,0.06 Mbit/s,500,not_set,400,not_set
2731,0.01 Mbit/s,17-03-2024 00:23,< 0.01,500,not_set,400,not_set
4580,< 0.01,17-03-2024 02:14,< 0.01,500,not_set,400,not_set
4599,< 0.01,17-03-2024 06:59,< 0.01,500,not_set,400,not_set
9145,273 Mbit/s,17-03-2024 06:51,3.52 Mbit/s,16000,not_set,10000,not_set
7708,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
9216,"4,033 Mbit/s",17-03-2024 02:09,3.06 Mbit/s,800,not_set,700,not_set
8467,1.47 Mbit/s,17-03-2024 01:08,< 0.01,800,not_set,700,not_set
8435,1.49 Mbit/s,17-03-2024 01:07,0.01 Mbit/s,800,not_set,700,not_set
2721,84 Mbit/s,17-03-2024 00:20,0.11 Mbit/s,500,not_set,400,not_set
2732,0.04 Mbit/s,17-03-2024 04:33,< 0.01,500,not_set,400,not_set
4626,0.01 Mbit/s,17-03-2024 04:21,< 0.01,500,not_set,400,not_set
4632,0.08 Mbit/s,17-03-2024 04:59,< 0.01,500,not_set,400,not_set
4581,2.62 Mbit/s,17-03-2024 02:43,< 0.01,500,not_set,400,not_set
4600,0.01 Mbit/s,17-03-2024 02:32,< 0.01,500,not_set,400,not_set
9146,523 Mbit/s,17-03-2024 02:09,14 Mbit/s,16000,not_set,10000,not_set
9217,151 Mbit/s,17-03-2024 02:02,0.89 Mbit/s,800,not_set,700,not_set
8468,< 0.01,17-03-2024 06:54,< 0.01,800,not_set,700,not_set
8436,0.08 Mbit/s,17-03-2024 02:00,0.03 Mbit/s,800,not_set,700,not_set
2722,5.45 Mbit/s,17-03-2024 03:26,1.32 Mbit/s,500,not_set,400,not_set
2733,< 0.01,17-03-2024 00:12,< 0.01,500,not_set,400,not_set
4627,0.01 Mbit/s,17-03-2024 04:21,< 0.01,500,not_set,400,not_set
4633,0.08 Mbit/s,17-03-2024 04:59,< 0.01,500,not_set,400,not_set
9147,186 Mbit/s,17-03-2024 06:52,3.38 Mbit/s,16000,not_set,10000,not_set
7980,0.02 Mbit/s,17-03-2024 01:01,0.01 Mbit/s,800,not_set,700,not_set
9218,"6,781 Mbit/s",17-03-2024 02:08,2.11 Mbit/s,800,not_set,700,not_set
8469,"1,019 Mbit/s",17-03-2024 00:23,0 Mbit/s,800,not_set,700,not_set
8437,"1,039 Mbit/s",17-03-2024 00:22,0.20 Mbit/s,800,not_set,700,not_set
9148,< 0.01,17-03-2024 04:51,< 0.01,800,not_set,700,not_set
10735,13 Mbit/s,17-03-2024 00:45,0.22 Mbit/s,800,not_set,700,not_set
10352,< 0.01,17-03-2024 05:51,< 0.01,800,not_set,700,not_set
10353,< 0.01,17-03-2024 05:51,< 0.01,800,not_set,700,not_set
4524,0.67 Mbit/s,17-03-2024 04:41,0.02 Mbit/s,500,not_set,400,not_set
9149,0.03 Mbit/s,17-03-2024 01:01,< 0.01,800,not_set,700,not_set
9222,0.12 Mbit/s,17-03-2024 02:18,< 0.01,800,not_set,100,not_set
4583,2.06 Mbit/s,17-03-2024 02:36,0.01 Mbit/s,500,not_set,400,not_set
4602,< 0.01,17-03-2024 03:12,< 0.01,500,not_set,400,not_set
9150,"1,996 Mbit/s",17-03-2024 01:22,< 0.01,20000,not_set,17500,not_set
4527,1.28 Mbit/s,17-03-2024 05:23,< 0.01,500,not_set,400,not_set
4541,0.02 Mbit/s,17-03-2024 03:50,< 0.01,500,not_set,400,not_set
9223,6.45 Mbit/s,17-03-2024 01:08,1.97 Mbit/s,800,not_set,700,not_set
4585,5.37 Mbit/s,17-03-2024 02:36,0.01 Mbit/s,500,not_set,400,not_set
4604,< 0.01,17-03-2024 05:04,< 0.01,500,not_set,400,not_set
9151,0.02 Mbit/s,17-03-2024 02:26,< 0.01,800,not_set,700,not_set
9224,0.12 Mbit/s,17-03-2024 02:46,< 0.01,800,not_set,700,not_set
4586,0.16 Mbit/s,17-03-2024 01:13,0.02 Mbit/s,500,not_set,400,not_set
4605,< 0.01,17-03-2024 02:40,< 0.01,500,not_set,400,not_set
9931,< 0.01,17-03-2024 00:56,< 0.01,800,not_set,700,not_set
9152,557 Mbit/s,17-03-2024 02:49,< 0.01,800,not_set,700,not_set
9225,"1,194 Mbit/s",17-03-2024 01:04,< 0.01,800,not_set,700,not_set
4587,0.13 Mbit/s,17-03-2024 00:14,0.03 Mbit/s,500,not_set,400,not_set
4606,< 0.01,17-03-2024 05:17,< 0.01,500,not_set,400,not_set
8470,"1,020 Mbit/s",17-03-2024 00:22,0.67 Mbit/s,800,not_set,700,not_set
8438,581 Mbit/s,17-03-2024 02:48,0.62 Mbit/s,800,not_set,700,not_set
2723,26 Mbit/s,17-03-2024 05:39,0.11 Mbit/s,800,not_set,700,not_set
2734,26 Mbit/s,17-03-2024 05:39,0.11 Mbit/s,800,not_set,700,not_set
9226,"1,088 Mbit/s",17-03-2024 03:18,< 0.01,800,not_set,700,not_set
8471,< 0.01,17-03-2024 01:03,< 0.01,800,not_set,700,not_set
8439,< 0.01,17-03-2024 06:17,< 0.01,800,not_set,700,not_set
9153,"1,440 Mbit/s",17-03-2024 03:09,< 0.01,8000,not_set,7000,not_set
7685,0.03 Mbit/s,17-03-2024 00:26,0.02 Mbit/s,500,not_set,400,not_set
9782,2.02 Mbit/s,17-03-2024 06:14,0.03 Mbit/s,800,not_set,700,not_set
9798,< 0.01,17-03-2024 00:35,< 0.01,800,not_set,700,not_set
2724,0.04 Mbit/s,17-03-2024 02:14,0.04 Mbit/s,800,not_set,100,not_set
2735,0.04 Mbit/s,17-03-2024 04:05,0.04 Mbit/s,800,not_set,700,not_set
9227,< 0.01,17-03-2024 05:13,< 0.01,800,not_set,700,not_set
2754,0.03 Mbit/s,17-03-2024 06:04,0.02 Mbit/s,500,not_set,400,not_set
9154,348 Mbit/s,17-03-2024 01:32,< 0.01,16000,not_set,10000,not_set
7688,107 Mbit/s,17-03-2024 00:44,0.51 Mbit/s,500,not_set,400,not_set
9783,2.25 Mbit/s,17-03-2024 06:16,0.24 Mbit/s,800,not_set,700,not_set
9784,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
9228,992 Mbit/s,17-03-2024 02:23,< 0.01,800,not_set,700,not_set
9155,"3,744 Mbit/s",17-03-2024 00:42,< 0.01,800,not_set,700,not_set
9785,0 Mbit/s,17-03-2024 00:00,0 Mbit/s,800,not_set,700,not_set
9229,0.06 Mbit/s,17-03-2024 02:18,< 0.01,800,not_set,700,not_set
8440,232 Mbit/s,17-03-2024 01:26,0.01 Mbit/s,800,not_set,700,not_set
9156,0.02 Mbit/s,17-03-2024 01:12,< 0.01,8000,not_set,7000,not_set
8441,< 0.01,17-03-2024 03:33,< 0.01,800,not_set,700,not_set
9786,1.38 Mbit/s,17-03-2024 06:14,0.02 Mbit/s,800,not_set,700,not_set
9800,< 0.01,17-03-2024 05:55,< 0.01,800,not_set,700,not_set
9230,0.12 Mbit/s,17-03-2024 02:46,< 0.01,800,not_set,700,not_set
9157,< 0.01,17-03-2024 02:26,< 0.01,800,not_set,700,not_set
9787,2.83 Mbit/s,17-03-2024 06:16,0.23 Mbit/s,800,not_set,700,not_set
9801,< 0.01,17-03-2024 06:57,< 0.01,800,not_set,700,not_set
8472,"1,044 Mbit/s",17-03-2024 02:48,2.82 Mbit/s,800,not_set,700,not_set
8442,< 0.01,17-03-2024 03:32,< 0.01,800,not_set,700,not_set
8443,1.63 Mbit/s,17-03-2024 01:07,0.16 Mbit/s,800,not_set,700,not_set
