ID,MAX SPEED,MAX SPEED RAW,MAX SPEED DATE TIME,MIN SPEED,MIN SPEED RAW,MIN SPEED DATE TIME,THRESHOLD MESSAGE (MAX),THRESHOLD MESSAGE (MIN),DISCARD IN UPPER ERROR LIMIT,DISCARD IN LOWER ERROR LIMIT,DISCARD IN UPPER WARNING LIMIT,DISCARD IN LOWER WARNING LIMIT,DISCARD OUT UPPER ERROR LIMIT,DISCARD OUT LOWER ERROR LIMIT,DISCARD OUT UPPER WARNING LIMIT,DISCARD OUT LOWER WARNING LIMIT,ERROR IN UPPER ERROR LIMIT,ERROR IN LOWER ERROR LIMIT,ERROR IN UPPER WARNING LIMIT,ERROR IN LOWER WARNING LIMIT,ERROR OUT UPPER ERROR LIMIT,ERROR OUT LOWER ERROR LIMIT,ERROR OUT UPPER WARNING LIMIT,ERROR OUT LOWER WARNING LIMIT,TRAFFIC TOTAL UPPER ERROR LIMIT,TRAFFIC TOTAL LOWER ERROR LIMIT,TRAFFIC TOTAL UPPER WARNING LIMIT,TRAFFIC TOTAL LOWER WARNING LIMIT
9251,"6,296 Mbit/s",787029905.0317,12-03-2024 23:36:07,,,,,"Error processing CSV data for ID 9251: could not convert string to float: '6,296'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9171,"1,586 Mbit/s",198311440.6734,12-03-2024 23:22:17,,,,,"Error processing CSV data for ID 9171: could not convert string to float: '1,586'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9252,"4,746 Mbit/s",593251301.4662,12-03-2024 23:36:16,,,,,"Error processing CSV data for ID 9252: could not convert string to float: '4,746'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9172,416 Mbit/s,51999618.6364,12-03-2024 19:05:49,29 Mbit/s,3652818.6,12-03-2024 21:53:50,MAX SPEED for ID 9172 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9253,"2,373 Mbit/s",296632089.1739,12-03-2024 21:07:19,,,,,"Error processing CSV data for ID 9253: could not convert string to float: '2,373'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9173,< 0.01,1137.3791,12-03-2024 21:31:42,,,,,Error processing CSV data for ID 9173: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9174,0.03 Mbit/s,3831.6456,12-03-2024 18:03:22,< 0.01,149.3667,12-03-2024 18:12:22,MAX SPEED for ID 9174 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9257,0.09 Mbit/s,11141.9624,12-03-2024 22:17:58,< 0.01,148.6761,12-03-2024 21:21:58,MAX SPEED for ID 9257 is within both Upper Error Limit(16000.0 Mbit/s) and Upper Warning Limit(10000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9258,1.31 Mbit/s,163445.5895,12-03-2024 18:04:37,0.48 Mbit/s,59402.6676,12-03-2024 21:09:37,MAX SPEED for ID 9258 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9175,0.03 Mbit/s,3834.7913,12-03-2024 21:22:23,< 0.01,151.5516,12-03-2024 18:18:23,MAX SPEED for ID 9175 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9259,0.09 Mbit/s,11058.2806,12-03-2024 22:17:53,< 0.01,62.8648,12-03-2024 20:58:53,MAX SPEED for ID 9259 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9176,0.03 Mbit/s,3750.8918,12-03-2024 21:33:28,< 0.01,64.8,12-03-2024 18:18:28,MAX SPEED for ID 9176 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9177,0.03 Mbit/s,3831.2385,12-03-2024 21:22:31,< 0.01,147.3754,12-03-2024 19:33:31,MAX SPEED for ID 9177 is within both Upper Error Limit(8000.0 Mbit/s) and Upper Warning Limit(7000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9260,130 Mbit/s,16191655.7798,12-03-2024 20:16:23,< 0.01,70.0617,12-03-2024 19:58:23,MAX SPEED for ID 9260 is within both Upper Error Limit(16000.0 Mbit/s) and Upper Warning Limit(10000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,3,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9261,3.27 Mbit/s,408954.9667,12-03-2024 21:56:42,< 0.01,154.004,12-03-2024 18:51:42,MAX SPEED for ID 9261 is within both Upper Error Limit(16000.0 Mbit/s) and Upper Warning Limit(10000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9178,"1,534 Mbit/s",191733183.1833,12-03-2024 19:13:39,,,,,"Error processing CSV data for ID 9178: could not convert string to float: '1,534'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9262,< 0.01,189.5403,12-03-2024 19:10:02,,,,,Error processing CSV data for ID 9262: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9179,"1,403 Mbit/s",175354910.45,12-03-2024 23:22:06,,,,,"Error processing CSV data for ID 9179: could not convert string to float: '1,403'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9263,"1,084 Mbit/s",135504863.6031,12-03-2024 21:07:04,,,,,"Error processing CSV data for ID 9263: could not convert string to float: '1,084'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9180,"1,053 Mbit/s",131687384.6308,12-03-2024 23:36:43,,,,,"Error processing CSV data for ID 9180: could not convert string to float: '1,053'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9264,0.22 Mbit/s,27529.4451,12-03-2024 22:18:00,< 0.01,65.8886,12-03-2024 18:57:59,MAX SPEED for ID 9264 is within both Upper Error Limit(16000.0 Mbit/s) and Upper Warning Limit(10000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9181,"1,136 Mbit/s",142013930.9052,12-03-2024 18:49:51,,,,,"Error processing CSV data for ID 9181: could not convert string to float: '1,136'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
9265,0.13 Mbit/s,16549.5916,12-03-2024 22:18:00,< 0.01,65.8776,12-03-2024 18:58:00,MAX SPEED for ID 9265 is within both Upper Error Limit(16000.0 Mbit/s) and Upper Warning Limit(10000.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
9182,< 0.01,110.8924,12-03-2024 18:09:38,,,,,Error processing CSV data for ID 9182: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
8429,98 Mbit/s,12274051.7994,12-03-2024 18:45:06,0.27 Mbit/s,34125.9463,12-03-2024 23:10:06,MAX SPEED for ID 8429 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10853,10 Mbit/s,1279791.882,12-03-2024 22:25:35,0.05 Mbit/s,6526.9667,12-03-2024 23:28:35,MAX SPEED for ID 10853 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10888,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10888,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set
10637,< 0.01,1239.7032,12-03-2024 21:01:21,,,,,Error processing CSV data for ID 10637: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10890,,,,,,,,"Error processing CSV data for ID 10890: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
7366,1.32 Mbit/s,164722.8962,12-03-2024 19:11:39,0.03 Mbit/s,4322.0444,12-03-2024 23:34:39,MAX SPEED for ID 7366 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
7345,< 0.01,322.2685,12-03-2024 18:42:43,,,,,Error processing CSV data for ID 7345: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
6522,< 0.01,242.1737,12-03-2024 23:33:07,,,,,Error processing CSV data for ID 6522: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
5370,20 Mbit/s,2518872.5046,12-03-2024 23:05:39,0.02 Mbit/s,1964.1321,12-03-2024 18:33:39,MAX SPEED for ID 5370 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
5374,0.02 Mbit/s,3083.5473,12-03-2024 23:16:15,< 0.01,420.5103,12-03-2024 22:19:15,MAX SPEED for ID 5374 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10513,0.01 Mbit/s,1366.7834,12-03-2024 18:10:51,< 0.01,56.6461,12-03-2024 19:27:51,MAX SPEED for ID 10513 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10855,9.61 Mbit/s,1200669.915,12-03-2024 22:25:25,0.05 Mbit/s,6322.8871,12-03-2024 22:23:25,MAX SPEED for ID 10855 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10540,4.43 Mbit/s,553811.0611,12-03-2024 20:33:37,2.03 Mbit/s,253614.9134,12-03-2024 23:38:38,MAX SPEED for ID 10540 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10526,1.73 Mbit/s,215869.7182,12-03-2024 21:53:33,0.94 Mbit/s,117651.1589,12-03-2024 23:35:33,MAX SPEED for ID 10526 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
7387,< 0.01,135.3841,12-03-2024 19:11:50,,,,,Error processing CSV data for ID 7387: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
7289,< 0.01,127.6085,12-03-2024 19:48:01,,,,,Error processing CSV data for ID 7289: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
6540,< 0.01,109.7516,12-03-2024 23:06:52,,,,,Error processing CSV data for ID 6540: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
6547,< 0.01,110.285,12-03-2024 21:28:43,,,,,Error processing CSV data for ID 6547: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2606,< 0.01,637.1019,12-03-2024 22:22:13,,,,,Error processing CSV data for ID 2606: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
2601,0.01 Mbit/s,1301.2337,12-03-2024 22:21:13,< 0.01,119.8261,12-03-2024 23:18:13,MAX SPEED for ID 2601 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
