ID,MAX SPEED,MAX SPEED RAW,MAX SPEED DATE TIME,MIN SPEED,MIN SPEED RAW,MIN SPEED DATE TIME,THRESHOLD MESSAGE (MAX),THRESHOLD MESSAGE (MIN),DISCARD IN UPPER ERROR LIMIT,DISCARD IN LOWER ERROR LIMIT,DISCARD IN UPPER WARNING LIMIT,DISCARD IN LOWER WARNING LIMIT,DISCARD OUT UPPER ERROR LIMIT,DISCARD OUT LOWER ERROR LIMIT,DISCARD OUT UPPER WARNING LIMIT,DISCARD OUT LOWER WARNING LIMIT,ERROR IN UPPER ERROR LIMIT,ERROR IN LOWER ERROR LIMIT,ERROR IN UPPER WARNING LIMIT,ERROR IN LOWER WARNING LIMIT,ERROR OUT UPPER ERROR LIMIT,ERROR OUT LOWER ERROR LIMIT,ERROR OUT UPPER WARNING LIMIT,ERROR OUT LOWER WARNING LIMIT,TRAFFIC TOTAL UPPER ERROR LIMIT,TRAFFIC TOTAL LOWER ERROR LIMIT,TRAFFIC TOTAL UPPER WARNING LIMIT,TRAFFIC TOTAL LOWER WARNING LIMIT
8193,14 Mbit/s,1760712.0187,12-03-2024 18:01:00,2.01 Mbit/s,251040.4167,12-03-2024 23:38:00,MAX SPEED for ID 8193 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10705,125 Mbit/s,15652945.0725,12-03-2024 22:48:22,19 Mbit/s,2390675.3959,12-03-2024 23:37:22,MAX SPEED for ID 10705 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9966,304 Mbit/s,38051548.6,12-03-2024 20:17:42,1.36 Mbit/s,170559.4099,12-03-2024 19:19:42,MAX SPEED for ID 9966 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10017,313 Mbit/s,39161496.8156,12-03-2024 20:21:17,1.48 Mbit/s,185023.3578,12-03-2024 21:46:17,MAX SPEED for ID 10017 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9930,4.96 Mbit/s,619498.4,12-03-2024 20:54:10,0.03 Mbit/s,3949.9167,12-03-2024 23:37:10,MAX SPEED for ID 9930 is within both Upper Error Limit(130.0 Mbit/s) and Upper Warning Limit(100.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,130.0,not_set,100.0,not_set
10968,0.52 Mbit/s,64469.7783,12-03-2024 18:04:43,0.27 Mbit/s,33333.7833,12-03-2024 18:20:43,MAX SPEED for ID 10968 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
11001,0.52 Mbit/s,65061.2667,12-03-2024 18:12:11,0.27 Mbit/s,33366.4667,12-03-2024 22:48:11,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set
10590,8.45 Mbit/s,1056182.5333,12-03-2024 19:50:53,< 0.01,345.2425,12-03-2024 19:26:53,MAX SPEED for ID 10590 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2718,4.30 Mbit/s,538078.1,12-03-2024 23:00:48,0.43 Mbit/s,53486.1723,12-03-2024 21:13:28,MAX SPEED for ID 2718 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2729,3.51 Mbit/s,438912.3,12-03-2024 19:00:43,0.02 Mbit/s,2212.3,12-03-2024 21:03:13,MAX SPEED for ID 2729 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2751,3.98 Mbit/s,496933.2332,12-03-2024 21:00:49,0.02 Mbit/s,1889.9,12-03-2024 18:09:59,MAX SPEED for ID 2751 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2761,4.19 Mbit/s,524355.5,12-03-2024 21:00:49,0.30 Mbit/s,36966.0661,12-03-2024 22:59:59,MAX SPEED for ID 2761 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4622,2.15 Mbit/s,268150.3504,12-03-2024 21:00:41,0.02 Mbit/s,2675.7758,12-03-2024 21:59:41,MAX SPEED for ID 4622 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4628,1.78 Mbit/s,222469.8302,12-03-2024 23:00:41,< 0.01,865.8,12-03-2024 18:41:31,MAX SPEED for ID 4628 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9772,8.46 Mbit/s,1058009.2682,12-03-2024 23:00:04,1.09 Mbit/s,136143.6312,12-03-2024 23:33:04,MAX SPEED for ID 9772 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9778,,,,,,,,"Error processing CSV data for ID 9778: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
7945,,,,,,,,"Error processing CSV data for ID 7945: ""['Discards In (Speed)', 'Discards Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
4634,28 Mbit/s,3556639.1218,12-03-2024 22:37:36,0.34 Mbit/s,42524.0519,12-03-2024 23:31:36,MAX SPEED for ID 4634 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4700,< 0.01,275.3493,12-03-2024 18:14:25,,,,,Error processing CSV data for ID 4700: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,500.0,not_set,400.0,not_set
10011,< 0.01,130.9333,12-03-2024 19:52:09,< 0.01,89.9333,12-03-2024 18:48:09,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set
3898,,,,,,,,"Error processing CSV data for ID 3898: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
10862,"14,886 Mbit/s",1860723347.1079,12-03-2024 21:45:30,,,,,"Error processing CSV data for ID 10862: could not convert string to float: '14,886'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,8000.0,not_set,7000.0,not_set
10868,"9,060 Mbit/s",1132517864.6,12-03-2024 21:44:30,,,,,"Error processing CSV data for ID 10868: could not convert string to float: '9,060'",2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,16000.0,not_set,10000.0,not_set
8525,70 Mbit/s,8717892.4472,12-03-2024 18:00:04,2.01 Mbit/s,251805.4167,12-03-2024 22:44:04,MAX SPEED for ID 8525 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
7705,2.55 Mbit/s,318782.7971,12-03-2024 19:16:39,0.07 Mbit/s,8969.4333,12-03-2024 21:40:39,MAX SPEED for ID 7705 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4637,58 Mbit/s,7196212.3123,12-03-2024 23:16:39,0.12 Mbit/s,14688.4,12-03-2024 23:36:19,MAX SPEED for ID 4637 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4703,< 0.01,355.6557,12-03-2024 19:30:23,,,,,Error processing CSV data for ID 4703: could not convert string to float: '<',not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
10591,0.94 Mbit/s,117645.5743,12-03-2024 18:56:38,0.08 Mbit/s,10342.4071,12-03-2024 21:04:38,MAX SPEED for ID 10591 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2752,21 Mbit/s,2619188.5886,12-03-2024 21:19:07,0.09 Mbit/s,10925.7257,12-03-2024 22:43:17,MAX SPEED for ID 2752 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
2762,21 Mbit/s,2619273.8739,12-03-2024 21:19:06,0.08 Mbit/s,10467.0,12-03-2024 22:43:16,MAX SPEED for ID 2762 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4624,31 Mbit/s,3923105.2052,12-03-2024 19:25:55,0.05 Mbit/s,5667.8,12-03-2024 21:09:05,MAX SPEED for ID 4624 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4630,31 Mbit/s,3923104.004,12-03-2024 19:25:55,0.05 Mbit/s,5663.4,12-03-2024 22:22:05,MAX SPEED for ID 4630 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9775,5.52 Mbit/s,689794.0157,12-03-2024 19:32:55,0.20 Mbit/s,24709.2651,12-03-2024 23:38:55,MAX SPEED for ID 9775 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9779,,,,,,,,"Error processing CSV data for ID 9779: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
4518,9.22 Mbit/s,1153070.9785,12-03-2024 19:27:54,7.25 Mbit/s,906127.15,12-03-2024 23:20:53,MAX SPEED for ID 4518 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4533,5.32 Mbit/s,665118.6186,12-03-2024 23:00:50,0.02 Mbit/s,2154.7,12-03-2024 18:32:50,MAX SPEED for ID 4533 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4552,4.51 Mbit/s,563363.9721,12-03-2024 22:37:17,0.27 Mbit/s,33337.9,12-03-2024 21:43:57,MAX SPEED for ID 4552 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4564,3.39 Mbit/s,423840.7035,12-03-2024 19:00:57,0.03 Mbit/s,3238.4615,12-03-2024 18:49:17,MAX SPEED for ID 4564 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4579,0.36 Mbit/s,44729.2585,12-03-2024 19:01:25,0.10 Mbit/s,12540.4382,12-03-2024 18:06:56,MAX SPEED for ID 4579 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4598,0.19 Mbit/s,24157.8422,12-03-2024 19:01:25,0.03 Mbit/s,3357.1429,12-03-2024 19:13:05,MAX SPEED for ID 4598 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4610,1.42 Mbit/s,177378.1,12-03-2024 21:00:46,0.04 Mbit/s,5518.8377,12-03-2024 22:51:16,MAX SPEED for ID 4610 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4616,1.32 Mbit/s,165332.2,12-03-2024 21:00:46,0.01 Mbit/s,1731.1,12-03-2024 19:41:56,MAX SPEED for ID 4616 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4643,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 4643,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set
4654,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 4654,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set
7947,,,,,,,,"Error processing CSV data for ID 7947: ""['Discards In (Speed)', 'Discards Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,8000.0,not_set,7000.0,not_set
10707,131 Mbit/s,16316730.1635,12-03-2024 19:01:09,7.90 Mbit/s,987983.5112,12-03-2024 23:36:10,MAX SPEED for ID 10707 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10018,< 0.01,116.4,12-03-2024 23:14:38,,,,,Error processing CSV data for ID 10018: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10012,< 0.01,110.4517,12-03-2024 18:37:59,,,,,Error processing CSV data for ID 10012: could not convert string to float: '<',2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9968,9.65 Mbit/s,1206014.0977,12-03-2024 19:46:47,< 0.01,664.6441,12-03-2024 23:25:48,MAX SPEED for ID 9968 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
8526,17 Mbit/s,2134259.3551,12-03-2024 22:07:29,< 0.01,893.2545,12-03-2024 21:13:29,MAX SPEED for ID 8526 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
7707,0.14 Mbit/s,17397.7159,12-03-2024 19:23:24,< 0.01,386.0833,12-03-2024 22:39:24,MAX SPEED for ID 7707 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4611,95 Mbit/s,11907272.0,12-03-2024 22:01:11,0.02 Mbit/s,2945.2452,12-03-2024 20:41:51,MAX SPEED for ID 4611 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4617,< 0.01,305.4,12-03-2024 22:23:22,,,,,Error processing CSV data for ID 4617: could not convert string to float: '<',not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4704,24 Mbit/s,2973163.6637,12-03-2024 18:38:27,0.08 Mbit/s,10291.4,12-03-2024 23:38:47,MAX SPEED for ID 4704 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4644,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 4644,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4655,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 4655,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4241,0.36 Mbit/s,45404.1688,12-03-2024 19:55:23,0.01 Mbit/s,1765.3833,12-03-2024 21:31:23,MAX SPEED for ID 4241 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
5535,92 Mbit/s,11541856.6333,12-03-2024 22:01:59,1.23 Mbit/s,154065.4,12-03-2024 20:52:59,MAX SPEED for ID 5535 is within both Upper Error Limit(200.0 Mbit/s) and Upper Warning Limit(150.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,200.0,not_set,150.0,not_set
10142,67 Mbit/s,8410140.6766,12-03-2024 23:09:53,6.75 Mbit/s,844323.5373,12-03-2024 23:30:53,MAX SPEED for ID 10142 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10131,,,,,,,,"Error processing CSV data for ID 10131: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set
10701,100 Mbit/s,12537517.139,12-03-2024 22:48:31,13 Mbit/s,1572005.7843,12-03-2024 22:51:31,MAX SPEED for ID 10701 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10708,116 Mbit/s,14481155.2908,12-03-2024 22:48:19,13 Mbit/s,1578276.9705,12-03-2024 22:26:19,MAX SPEED for ID 10708 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4474,,,,,,,,"Error processing CSV data for ID 4474: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
4480,,,,,,,,"Error processing CSV data for ID 4480: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,8000.0,not_set,7000.0,not_set
10749,,,,,,,,"Error processing CSV data for ID 10749: ""['Discards In (Speed)', 'Discards Out (Speed)', 'Errors In (Speed)', 'Errors Out (Speed)'] not in index""",not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,800.0,not_set,700.0,not_set
8527,0.63 Mbit/s,78845.9153,12-03-2024 23:01:34,0.06 Mbit/s,7369.0373,12-03-2024 23:16:34,MAX SPEED for ID 8527 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
9882,31 Mbit/s,3898510.85,12-03-2024 22:27:23,< 0.01,169.8333,12-03-2024 23:33:23,MAX SPEED for ID 9882 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
10013,0.02 Mbit/s,2160.9036,12-03-2024 20:18:44,0.01 Mbit/s,1458.7765,12-03-2024 22:21:45,MAX SPEED for ID 10013 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
4526,194 Mbit/s,24218825.2167,12-03-2024 22:10:02,6.24 Mbit/s,780357.3071,12-03-2024 22:31:02,MAX SPEED for ID 4526 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4540,0.11 Mbit/s,14050.3006,12-03-2024 22:19:48,0.02 Mbit/s,2069.2464,12-03-2024 21:36:08,MAX SPEED for ID 4540 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4553,171 Mbit/s,21335220.6793,12-03-2024 22:22:11,1.10 Mbit/s,137324.7258,12-03-2024 21:46:21,MAX SPEED for ID 4553 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4565,0.08 Mbit/s,10100.8,12-03-2024 20:15:54,0.03 Mbit/s,3772.8,12-03-2024 21:24:24,MAX SPEED for ID 4565 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4705,0.03 Mbit/s,4363.7725,12-03-2024 18:50:48,0.03 Mbit/s,3896.9849,12-03-2024 18:38:48,MAX SPEED for ID 4705 is within both Upper Error Limit(500.0 Mbit/s) and Upper Warning Limit(400.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4645,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 4645,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
4656,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 4656,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,500.0,not_set,400.0,not_set
10354,0.11 Mbit/s,13241.5,12-03-2024 23:01:04,0.08 Mbit/s,10279.1764,12-03-2024 23:18:04,MAX SPEED for ID 10354 is within both Upper Error Limit(800.0 Mbit/s) and Upper Warning Limit(700.0 Mbit/s),not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,not_set,2,not_set,1,not_set,2,not_set,1,not_set,800.0,not_set,700.0,not_set
