Device Name,Device ID,Sensor Name,Sensor ID,Sensor Type
{cust-tp-10-112-11-212} (10.112.11.212) [Cisco-Nexus 5596 Chassis] @Rack_XX,9748,VSAN_10.112.101.14 Traffic (Eth-4),10389,SNMP Traffic
{cust-tp-10-112-11-212} (10.112.11.212) [Cisco-Nexus 5596 Chassis] @Rack_XX,9748,(436371456) UPLINK_TO_SW_10.112.11.207_Eth1/50 Traffic,9749,SNMP Traffic
{cust-tp-10-112-11-212} (10.112.11.212) [Cisco-Nexus 5596 Chassis] @Rack_XX,9748,(436375552) UPLINK_TO_SW_10.112.11.208_Eth1/50 Traffic,9750,SNMP Traffic
{cust-tp-10-112-11-212} (10.112.11.212) [Cisco-Nexus 5596 Chassis] @Rack_XX,9748,(436391936) UPLINK_192.168.101.252_Gi1/0/22 Traffic,9753,SNMP Traffic
{cust-tp-10-112-11-212} (10.112.11.212) [Cisco-Nexus 5596 Chassis] @Rack_XX,9748,Syslog Receiver,9754,Syslog Receiver
{cust-tp-10-112-11-212} (10.112.11.212) [Cisco-Nexus 5596 Chassis] @Rack_XX,9748,Uptime,9755,SNMP System Uptime
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(369098791) VEEM_BACKUP_SERVER_10.112.103.61_port1 Traffic,5067,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436256768) VMOTION_10.112.101.11 Traffic,5072,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436260864) VMOTION_10.112.101.12 Traffic,5073,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436264960) VMOTION_10.112.101.13 Traffic,5074,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436305920) CUSTOMER_10.112.101.11 Traffic,5075,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436310016) CUSTOMER_10.112.101.12 Traffic,5076,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436314112) CUSTOMER_10.112.101.13 Traffic,5077,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436318208) CUSTOMER_10.112.101.14 Traffic,5078,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436355072) FGT200F_10.112.11.241_Port3 Traffic,5079,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436359168) FGT200F_10.112.11.241_Port4 Traffic,5080,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436363264) IIFL_FGT100F_10.112.11.243_Port1 Traffic,5081,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436371456) UPLINK_TO_SW_10.112.11.207_Eth1/49 Traffic,5083,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436375552) UPLINK_TO_SW_10.112.11.208_Eth1/49 Traffic,5084,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436391936) UPLINK_192.168.101.251_Gi1/0/22 Traffic,5087,SNMP Traffic
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,Syslog Receiver,5088,Syslog Receiver
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health CPU,6753,SNMP Cisco System Health
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Currents,6755,SNMP Cisco System Health
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Other,6757,SNMP Cisco System Health
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Temperatures,6756,SNMP Cisco System Health
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Voltages,6754,SNMP Cisco System Health
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,(83886080) mgmt0 Traffic,3470,SNMP Traffic
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,Syslog Receiver,3471,Syslog Receiver
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health CPU,5120,SNMP Cisco System Health
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Other,7136,SNMP Cisco System Health
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Temperatures,7135,SNMP Cisco System Health
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Voltages,7133,SNMP Cisco System Health
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Currents,7137,SNMP Cisco System Health
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,mgmt0 Traffic,3445,SNMP Traffic
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Syslog Receiver,3446,Syslog Receiver
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Uptime,5523,SNMP System Uptime
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health CPU,6743,SNMP Cisco System Health
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Currents,6745,SNMP Cisco System Health
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Other,6747,SNMP Cisco System Health
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Temperatures,6746,SNMP Cisco System Health
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Voltages,6744,SNMP Cisco System Health
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Eth1/22_VLAN-305_to_GE5_10.110.3.2,9880,SNMP Traffic
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Eth1/23_VLAN-306_to_GE0/0/0_10.195.49.2,9881,SNMP Traffic
10.112.11.231,10608,(10103) UPLINK_KREDENT_ROUTER_151.50 Traffic,10609,SNMP Traffic
10.112.11.231,10608,(10104) UPLINK_TO_FGT200F_10.112.11.245_Port3 Traffic,10610,SNMP Traffic
10.112.11.231,10608,(10105) UPLINK_TO_FGT200F_10.112.11.246_Port3 Traffic,10611,SNMP Traffic
10.112.11.231,10608,(10147) UPLINK_TO_FW_10.112.11.245_PORT1_LAN_DIRECT_CUSTOMER Traffic,10612,SNMP Traffic
10.112.11.231,10608,(10148) UPLINK_TO_FW_10.112.11.246_PORT1_LAN_DIRECT_CUSTOMER Traffic,10613,SNMP Traffic
10.112.11.231,10608,Uptime,10614,SNMP System Uptime
10.112.11.231,10608,Ping,10615,Ping
10.112.11.231,10608,Syslog Receiver,10616,Syslog Receiver
10.112.11.191,10617,(10147) GigabitEthernet1/0/47 Traffic,10618,SNMP Traffic
10.112.11.191,10617,(10148) GigabitEthernet1/0/48 Traffic,10619,SNMP Traffic
10.112.11.191,10617,(14502) FastEthernet0 Traffic,10621,SNMP Traffic
10.112.11.191,10617,Syslog Receiver,10622,Syslog Receiver
10.112.11.191,10617,Ping,10623,Ping
10.112.11.191,10617,Uptime,10624,SNMP System Uptime
192.168.101.249,10625,(10502) FastEthernet0 Traffic,10626,SNMP Traffic
192.168.101.249,10625,Uptime,10627,SNMP System Uptime
192.168.101.249,10625,Ping,10628,Ping
192.168.101.249,10625,Syslog Receiver,10629,Syslog Receiver
192.168.101.235,10240,(006) UPLINK_FOR_SFT203_10.112.11.208_ETH1/1 Traffic,10257,SNMP Traffic
192.168.101.235,10240,(010) AIRTEL_NSE Traffic,10252,SNMP Traffic
192.168.101.235,10240,(011) TCL_NSE Traffic,10253,SNMP Traffic
192.168.101.235,10240,(012) TCL_BSE Traffic,10254,SNMP Traffic
192.168.101.235,10240,(057) TIKONA_UPLINK Traffic,10256,SNMP Traffic
192.168.101.235,10240,Syslog Receiver,10347,Syslog Receiver
192.168.101.235,10240,(056) UPLINK_TO_AIRTEL_P2P Traffic Traffic,10693,SNMP Traffic
192.168.101.235,10240,(052) UPLINK_TO_ME3600_101.229_SW_Gi0/3 Traffic,10880,SNMP Traffic
192.168.101.235,10240,(053) UPLINK_TO_ME3600_101.230_SW_Gi0/3 Traffic,10881,SNMP Traffic
192.168.101.235,10240,(051) UPLINK_FOR_SFT203_10.112.11.208_ETH1/1 Traffic,10929,SNMP Traffic
192.168.101.234,10334,(006) UPLINK_TO_RAGHU_SW_10.246_STT-TECH_K-12 Traffic,10336,SNMP Traffic
192.168.101.234,10334,(054) UPLINK_TO_QNQ_SW_101.235_Xg0/0/1 Traffic,10335,SNMP Traffic
192.168.101.234,10334,Uptime,10339,SNMP System Uptime
192.168.101.234,10334,Syslog Receiver,10346,Syslog Receiver
192.168.101.234,10334,(007) GRD_AIRTEL_NSE_100.60.247.118_PORT_23_TO_101_QNQ_ROUTER_4321_GE0/0/0 Traffic,10375,SNMP Traffic
192.168.101.234,10334,(008) GRD_TCL_CDC_MUX_172.23.180.245_PORT 7 Traffic,10376,SNMP Traffic
192.168.101.234,10334,(010) GRD_TTML__MUX_10.121.103.7_PORT 5_TO_FIREWALL_PORT_5 Traffic,10372,SNMP Traffic
192.168.101.234,10334,(055) XGigabitEthernet0/0/2 Traffic,10686,SNMP Traffic
192.168.101.234,10334,(056) XGigabitEthernet0/0/3 Traffic,10687,SNMP Traffic
192.168.101.234,10334,(052) UPLINK_TO_ME3600_101.229_SW_Gi0/4 Traffic,10878,SNMP Traffic
192.168.101.234,10334,(053) UPLINK_TO_ME3600_101.230_SW_Gi0/4 Traffic,10879,SNMP Traffic
dci-jp-192-168-101-111} (192.168.101.111) [CISCO-ME-3600X-24FS-M] @Rack_0? [CDC-TP-??],10894,Syslog Receiver,10896,Syslog Receiver
dci-jp-192-168-101-112} (192.168.101.112) [CISCO-ME-3600X-24FS-M] @Rack_0? [CDC-TP-??],10895,Syslog Receiver,10897,Syslog Receiver
Probe Device,5506,Probe Health,5508,Probe Health
Probe Device,5506,System Health,5507,System Health
Probe Device,5506,Disk Free,5509,WMI Free Disk Space (Multi Disk)
Probe Device,5506,vmxnet3 Ethernet Adapter,5510,Windows Network Card
Probe Device,5506,WMI UTC Time,9448,WMI UTC Time
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,CPU Utilization,4767,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Fan 1 speed,4792,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Fan 2 speed,4793,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Fan 3 speed,4794,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Memory Free,4768,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Thermal Detector 1,4780,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Thermal Detector 2,4781,SNMP Custom
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Uptime,3602,SNMP System Uptime
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Syslog Receiver,5593,Syslog Receiver
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,(001) MIKROTIK_221_ETH1 Traffic,7945,SNMP Traffic
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,(002) MIKROTIK_222_ETH1 Traffic,7947,SNMP Traffic
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,TCL_GW: 121.241.91.153 Eth-1/16 (Bandwidth - 600 Mbps) {Circuit ID-091GAND0300A0080936} [MuX - ??],7946,SNMP Traffic
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,CPU Utilization,4769,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Fan 1 speed,4795,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Fan 2 speed,4801,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Fan 3 speed,4806,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Memory Free,4774,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Syslog Receiver,3609,Syslog Receiver
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Thermal Detector 1,4782,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Thermal Detector 2,4787,SNMP Custom
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Uptime,3603,SNMP System Uptime
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Airtel_GW: 182.78.96.129 Eth-1/15 (Bandwidth - 300 Mbps) {Circuit ID-230628100032662} [MuX - ??],8029,SNMP Traffic
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,CPU Load,4200,SNMP CPU Load
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Disk Free: system disk,4199,SNMP Disk Free
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Memory: main memory,4201,SNMP Memory
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Uptime,4183,SNMP System Uptime
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Syslog Receiver,4690,Syslog Receiver
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,TCL_BGP: 121.241.91.154 Eth-1 to EC_S5520_192.168.100.147_SFP+_01,5535,SNMP Traffic
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Airtel_BGP: 182.78.96.132 Eth-2 to EC_S5520_192.168.100.148_SFP+_01,5536,SNMP Traffic
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,OSPF: 10.222.6.1 Eth-5 to MTK_192.168.101.222_Eth-5 (OSPF:10.222.6.2),11099,SNMP Traffic
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,CPU Load,4219,SNMP CPU Load
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Disk Free: system disk,4218,SNMP Disk Free
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Memory: main memory,4220,SNMP Memory
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Uptime,4202,SNMP System Uptime
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,TCL_BGP: 121.241.91.155 Port:Eth-1 [192.168.100.147_SFP+_02],4241,SNMP Traffic
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Airtel_BGP: 182.78.96.133 Port:Eth-2 [192.168.100.148_SFP+_02],4242,SNMP Traffic
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Syslog Receiver,4691,Syslog Receiver
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,OSPF: 10.222.6.2 Eth-5 to MTK_192.168.100.221_Eth-5 (OSPF:  10.222.6.1),11000,SNMP Traffic
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,CPU Load,10743,SNMP CPU Load
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,Disk Free: system disk,10744,SNMP Disk Free
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,Memory: main memory,10745,SNMP Memory
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,SNMP System Uptime,10746,SNMP System Uptime
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(003) sfp-sfpplus3 Traffic,10749,SNMP Traffic
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(001) ether13 Traffic,10968,SNMP Traffic
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(006) MKT-221 to MKT-223 Traffic,10990,SNMP Traffic
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(007) MKT- 222 to MKT -223 Traffic,10991,SNMP Traffic
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,OSPF: 172.16.15.223 Eth-3 to MTK_192.168.100.224_Eth-3 (OSPF: 172.16.15.224),10992,SNMP Traffic
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,Syslog Receiver,11124,Syslog Receiver
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Uptime,10759,SNMP System Uptime
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,CPU Load,10758,SNMP CPU Load
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(006) sfp-sfpplus6 Traffic,10755,SNMP Traffic
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Disk Free: system disk,10756,SNMP Disk Free
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Memory: main memory,10757,SNMP Memory
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(001) ether13 Traffic,11001,SNMP Traffic
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(006) MKT-221 to MKT-224 Traffic,11011,SNMP Traffic
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(007) MKT-222  to MKT-224 Traffic,11012,SNMP Traffic
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(008) MKT -223 to MKT - 224 Traffic,11013,SNMP Traffic
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Syslog Receiver,11123,Syslog Receiver
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(002) sfp-sfpplus1 Traffic,11103,SNMP Traffic
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(003) sfp-sfpplus2 Traffic,11104,SNMP Traffic
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(004) sfp-sfpplus3 Traffic,11105,SNMP Traffic
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(007) sfp-sfpplus6 Traffic,11106,SNMP Traffic
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(018) ether1 Traffic,11102,SNMP Traffic
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,CPU Load,11113,SNMP CPU Load
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Disk Free: system disk,11114,SNMP Disk Free
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Memory: main memory,11115,SNMP Memory
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Uptime,11116,SNMP System Uptime
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Syslog Receiver,11117,Syslog Receiver
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(002) sfp-sfpplus1 Traffic,11108,SNMP Traffic
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(003) sfp-sfpplus2 Traffic,11110,SNMP Traffic
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(004) sfp-sfpplus3 Traffic,11111,SNMP Traffic
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(007) sfp-sfpplus6 Traffic,11112,SNMP Traffic
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(018) ether1 Traffic,11107,SNMP Traffic
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(020) LAN_BRIDGE Traffic,11109,SNMP Traffic
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,CPU Load,11118,SNMP CPU Load
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Uptime,11119,SNMP System Uptime
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Disk Free: system disk,11120,SNMP Disk Free
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Memory: main memory,11121,SNMP Memory
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Syslog Receiver,11122,Syslog Receiver
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,Uptime,5203,SNMP System Uptime
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health CPU,5237,SNMP Cisco System Health
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Fans,5239,SNMP Cisco System Health
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Memory,5238,SNMP Cisco System Health
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Power Supplies,5240,SNMP Cisco System Health
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Temperatures,5241,SNMP Cisco System Health
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,CPU Load,5242,SNMP Custom
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10141) UPLINK_FROM_MICROTIK_100.221_ether4 Traffic,7960,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10142) UPLINK_FROM_MICROTIK_100.223_ether6 Traffic,7961,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10141) UPLINK_FROM_MICROTIK_100.223_ether5 Traffic,10770,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10142) UPLINK_FROM_MICROTIK_100.223_ether6 Traffic,10771,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,Syslog Receiver,5244,Syslog Receiver
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10141) UPLINK_FROM_MICROTIK_100.223_ether5 Traffic,11022,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10142) UPLINK_FROM_MICROTIK_100.223_ether6 Traffic,11023,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10147) UPLINK_TO_100.232_Gi1/0/47 Traffic,11024,SNMP Traffic
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10148) UPLINK_TO_100.232_Gi1/0/48 Traffic,11025,SNMP Traffic
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,Uptime,5205,SNMP System Uptime
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health CPU,5232,SNMP Cisco System Health
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Fans,5234,SNMP Cisco System Health
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Memory,5233,SNMP Cisco System Health
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Power Supplies,5235,SNMP Cisco System Health
