ID,Device Name,Date,Traffic Total
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 00:58:09,930.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 00:59:09,918.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:00:09,929.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:01:09,946.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:02:09,915.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:03:09,901.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:04:09,908.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:05:09,908.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:06:09,846.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:10:09,901.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:11:09,756.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:19:09,819.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:21:09,919.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:22:09,910.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:23:09,938.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:25:09,944.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:27:09,875.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:28:09,946.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:29:09,926.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:30:09,927.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:31:09,827.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:32:09,718.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:33:14,903.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:34:09,943.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:35:09,951.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:36:09,910.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:37:09,968.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:38:09,956.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:39:09,927.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:40:09,933.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:41:09,938.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:42:09,947.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:43:09,913.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:44:09,942.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:45:09,901.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:46:09,888.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:47:09,907.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:48:09,916.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:49:09,931.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:50:09,896.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:51:09,928.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:53:09,804.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:54:09,908.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:55:09,949.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:56:09,896.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:57:09,936.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:58:09,917.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 01:59:09,909.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 02:00:09,889.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 02:01:09,911.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 02:02:09,969.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 02:03:09,913.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 02:04:09,925.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,20-03-2024 02:05:09,766.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,21-03-2024 00:58:09,895.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,21-03-2024 00:59:09,932.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,21-03-2024 01:00:09,945.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,21-03-2024 01:01:09,954.0
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,21-03-2024 01:02:09,922.0
