Device Name,Device ID,Sensor Name,Sensor ID
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,(10129) GigabitEthernet1/0/29 Traffic,7305
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,(10145) uplink_switch_99.252_Port-26_Traffic_VLANs Traffic,7306
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,System Health CPU,7307
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,System Health Fans,7309
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,System Health Memory,7311
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,System Health Power Supplies,7310
{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104],5572,System Health Temperatures,7308
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,RUCKUS_WIFI_R550 Traffic,5674
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,UPLINK_CDC101_40.253_Gi1/0/52 Traffic,5675
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health CPU,5721
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Currents,5727
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Fans,5723
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Memory,5725
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Other,5728
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Power Supplies,5724
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Temperatures,5722
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,System Health Voltages,5726
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,Uptime,7701
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,Syslog Receiver,8585
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,(10150) UPLINK_CDC101_40.253_Gi1/0/52 Traffic,10662
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5671,(10113) UPLINK_TO_40.251_PORT_Gi0/1 Traffic,10860
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,(10135) UPLINK_TO_200.205_ETH1/46 Traffic,5676
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,(10141) UPLINK_BASEMENT_RECEPTION Traffic,5678
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,(10143) UPLINK_BASEMENT_NOC_ROOM_40.250_Gi0/48 Traffic,5679
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,(10152) UPLINK_2nd_Floor_40.252_Gi1/0/50 Traffic,5680
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health CPU,5713
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Fans,5715
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Memory,5717
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Power Supplies,5716
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Temperatures,5714
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,Uptime,7700
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,Syslog Receiver,8586
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Other,10679
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Voltages,10678
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5672,System Health Currents,10680
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,Uptime,8364
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,Syslog Receiver,8366
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(010) UPLINK_TO_40.254_FW_P-4 Traffic,8461
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(018) switch_10.100.11.51_mgmt_port Traffic,8464
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(019) switch_10.100.11.53_mgmt_port Traffic,8465
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(020) SW_10.100.11.41_Gi1/0/47 Traffic,8466
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(021) SW_10.100.11.42_Gi1/0/47 Traffic,8467
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(022) SW_10.100.11.43_Gi1/0/47 Traffic,8468
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(023) SW_10.100.11.44_Gi1/0/47 Traffic,8469
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(032) switch_11.51_Port-1/0/45_Traffic_VLANs Traffic,8470
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(033) switch_11.53_Port-1/0/45_Traffic_VLANs Traffic,8471
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(038) UPLINK_TO_SW_10.100.13.56A_25GE1/0/1 Traffic,8472
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(042) UPLINK_10.100.11.213_ET1/32 Traffic,8473
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(044) UPLINK_TO_10.100.11.249_Gi1/0/47 Traffic,8474
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(046) ESXI_10.100.11.231_VMNIC2(Onboard_3rd_port) Traffic,8475
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,Primary_uplink_for_CDC-TP_to_TIPL-172.16.1.13_Port_36-VLAN-1139,8476
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(048) CDC104_RACK3_FW_60F_192.168.40.254_P-2 Traffic,8477
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(049) UPLINK_10.100.11.211_ET1/32 Traffic,8478
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(053) UPLINK_CDC104_R01_100.11.252_Gi1/0/45_TRUNK Traffic,8481
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(054) SW_TO_SW_10.252_Gi1/0/47(PO11) Traffic,8482
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(055) SW_TO_SW_10.252_Gi1/0/48(PO11) Traffic,8483
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(068) Port-channel11 Traffic,8484
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(048) CDC104_RACK3_FW_60F_192.168.40.254_P-1 Traffic,8579
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(010) COMTEL_FW_VLAN38/39_40.254_FW_P-4 Traffic,8580
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8194,(053) UPLINK_CDC104_R01_100.11.252_Gi1/0/45_TRUNK Traffic,8581
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,Uptime,8365
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,Syslog Receiver,8367
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(008) UPLINK_192.168.40.253_GI1/0/31_TRUNK Traffic,8459
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(010) UPLINK_TO_40.254_FW_P-4 Traffic,8428
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(018) switch_10.100.11.52_mgmt_port Traffic,8432
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(019) switch_10.100.11.54_mgmt_port Traffic,8433
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(020) SW_10.100.11.41_Gi1/0/48 Traffic,8434
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(021) SW_10.100.11.42_Gi1/0/48 Traffic,8435
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(022) SW_10.100.11.43_Gi1/0/48 Traffic,8436
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(023) SW_10.100.11.44_Gi1/0/48 Traffic,8437
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(032) switch_11.52_Port-1/0/45_Traffic_VLANs Traffic,8438
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(033) switch_11.54_Port-1/0/45_Traffic_VLANs Traffic,8439
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(036) SERVER_192.168.99.100_LAN_Port1 Traffic,8440
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(037) GigabitEthernet1/0/30 Traffic,8441
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(038) UPLINK_TO_SW_10.100.13.56B_25GE2/0/1 Traffic,8442
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(039) SERVER_192.168.99.103_LAN_Port3 Traffic,8443
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(041) SERVER_99.101 Traffic,8445
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(042) UPLINK_10.100.11.214_ET1/32 Traffic,8446
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(043) GigabitEthernet1/0/36 Traffic,8447
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(044) UPLINK_TO_10.100.11.249_Gi1/0/48 Traffic,8448
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(045) ESXI_10.100.11.231_VMNIC0_VM_MGMT(Onboard_1st_port) Traffic,8449
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(046) ESXI_10.100.11.231_VMNIC4(External_card_left_side_port) Traffic,8450
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,Secondary_Uplink_for_CDC-TP_to_TIPL-172.16.1.14_Port_30-VLAN-1140,8451
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(048) CDC104_RACK4_FW_60F_192.168.40.254_P-2 Traffic,8452
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(049) UPLINK_10.100.11.212_ET1/32 Traffic,8453
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(053) UPLINK_CDC_104_R01_100.11.252_Gi1/0/46_TRUNK Traffic,8456
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(054) SW_TO_SW_10.251_Gi1/0/47(PO11) Traffic,8457
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(055) SW_TO_SW_10.251_Gi1/0/48(PO11) Traffic,8458
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(100) Port-channel11 Traffic,8429
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(010) COMTEL_FW_VLAN38/39_40.254_FW_P-4 Traffic,8582
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(048) CDC104_RACK4_FW_60F_192.168.40.254_P-1 Traffic,8583
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8266,(053) UPLINK_CDC_104_R01_100.11.252_Gi1/0/46_TRUNK Traffic,8584
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,Uptime,9064
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,Syslog Receiver,9115
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(004) MEth0/0/0 Traffic,9158
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(015) 25GE1/0/11 Traffic srv_VSAN_10.100.32.11 vmNIC_2 Traffic,9138
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(016) 25GE1/0/12 Traffic srv_VSAN_10.100.32.12 vmNIC_2 Traffic,9141
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(017) 25GE1/0/13 Traffic srv_VSAN_10.100.32.13 vmNIC_2 Traffic,9142
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(018) 25GE1/0/14 Traffic srv_VSAN_10.100.32.14 vmNIC_ Traffic,9143
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(019) vSAN_SERVER_10.100.33.11_VMNIC Traffic,9144
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(020) vSAN_SERVER_10.100.33.12_VMNIC Traffic,9145
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(021) vSAN_SERVER_10.100.33.13_VMNIC Traffic,9146
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(022) vSAN_SERVER_10.100.33.14_VMNIC Traffic,9147
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(023) vSAN_SERVER_10.100.33.15_VMNIC Traffic,9148
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(029) 25GE1/0/25 Traffic srv_Vmotion_10.100.32.11 vmNIC_3 Traffic,9149
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(030) 25GE1/0/26 Traffic srv_Vmotion_10.100.32.12 vmNIC_3 Traffic,9150
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(031) 25GE1/0/27 Traffic srv_Vmotion_10.100.32.13 vmNIC_3 Traffic,9151
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(032) 25GE1/0/28 Traffic srv_Vmotion_10.100.32.14 vmNIC_ Traffic,9152
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(033) vMotion_vBackup_SERVER_10.100.33.11_VMNIC Traffic,9153
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(034) vMotion_vBackup_SERVER_10.100.33.12_VMNIC Traffic,9154
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(035) vMotion_vBackup_SERVER_10.100.33.13_VMNIC Traffic,9155
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(036) vMotion_vBackup_SERVER_10.100.33.14_VMNIC Traffic,9156
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(037) vMotion_vBackup_SERVER_10.100.33.15_VMNIC Traffic,9157
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(053) 100GE1/0/1 Traffic,9159
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(054) 100GE1/0/2 Traffic,9160
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(055) 100GE1/0/3 Traffic,9161
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(056) 100GE1/0/4 Traffic,9162
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(060) 100GE1/0/8 Traffic,9163
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(061) Stack-Port1/1 Traffic,9164
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(073) 25GE2/0/11 Traffic srv_VSAN_10.100.32.11 VMNIC_6 Traffic,9165
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(074) 25GE2/0/12 Traffic srv_VSAN_10.100.32.12_VMNIC_6 Traffic,9166
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(075) 25GE2/0/13 Traffic srv_VSAN_10.100.32.13_VMNIC_6 Traffic,9167
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(076) 25GE2/0/14 Traffic srv_VSAN_10.100.32.14 vmNIC_ Traffic,9168
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(077) vSAN_SERVER_10.100.33.11_VMNIC Traffic,9169
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(078) vSAN_SERVER_10.100.33.12_VMNIC Traffic,9170
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(079) vSAN_SERVER_10.100.33.13_VMNIC Traffic,9171
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(080) vSAN_SERVER_10.100.33.14_VMNIC Traffic,9172
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(081) vSAN_SERVER_10.100.33.15_VMNIC Traffic,9173
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(087) 25GE2/0/25 Traffic srv_Vmotion_10.100.32.11 vmNIC_7 Traffic,9174
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(088) 25GE2/0/26 Traffic srv_Vmotion_10.100.32.12 vmNIC_7 Traffic,9175
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(089) 25GE2/0/27 Traffic srv_Vmotion_10.100.32.13 vmNIC_7 Traffic,9176
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(090) 25GE2/0/28 Traffic srv_Vmotion_10.100.32.14 vmNIC_ Traffic,9177
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(091) vMotion_vBackup_SERVER_10.100.33.11_VMNIC Traffic,9178
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(092) vMotion_vBackup_SERVER_10.100.33.12_VMNIC Traffic,9179
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(093) vMotion_vBackup_SERVER_10.100.33.13_VMNIC Traffic,9180
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(094) vMotion_vBackup_SERVER_10.100.33.14_VMNIC Traffic,9181
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(095) vMotion_vBackup_SERVER_10.100.33.15_VMNIC Traffic,9182
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(111) 100GE2/0/1 Traffic,9117
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(112) 100GE2/0/2 Traffic,9118
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(113) 100GE2/0/3 Traffic,9119
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(114) 100GE2/0/4 Traffic,9120
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(125) vSAN_SERVER_10.100.33.13 Traffic,9121
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(126) vSAN_SERVER_10.100.33.14 Traffic,9122
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(127) vSAN_SERVER_10.100.33.15 Traffic,9123
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(133) Vlanif103 Traffic,9124
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(135) vMotion_vBackup_SERVER_10.100.32.11 Traffic,9125
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(136) vMotion_vBackup_SERVER_10.100.32.13 Traffic,9126
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(137) vMotion_vBackup_SERVER_10.100.32.14 Traffic,9127
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(138) vMotion_vBackup_SERVER_10.100.32.12 Traffic,9128
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(139) vSAN_SERVER_10.100.32.13 Traffic,9129
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(140) vSAN_SERVER_10.100.32.14 Traffic,9130
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(141) vSAN_SERVER_10.100.33.11 Traffic,9131
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(143) vMotion_vBackup_SERVER_10.100.33.11 Traffic,9132
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(144) vMotion_vBackup_SERVER_10.100.33.12 Traffic,9133
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(145) vMotion_vBackup_SERVER_10.100.33.13 Traffic,9134
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(146) vSAN_SERVER_10.100.33.12 Traffic,9135
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(147) vSAN_SERVER_10.100.32.11 Traffic,9136
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(148) vSAN_SERVER_10.100.32.12 Traffic,9137
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(150) vMotion_vBackup_SERVER_10.100.33.14 Traffic,9139
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9063,(151) vMotion_vBackup_SERVER_10.100.33.15 Traffic,9140
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9089,Uptime,9090
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9089,Syslog Receiver,9116
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9089,(004) MEth0/0/0 Traffic,9233
